System_ID,Battery_Voltage,RTC_Drift_sec_per_day,Boot_Errors_Count,CMOS_Warning_Flag,Reset_BIOS_Flag,Power_Cycle_Count,System_Age_Years,Ambient_Temperature_C,Failure_Label,Failure_Mode,Failure_Flag
SYS-2980,2.6,24,3,0,1,365,7.6,28.7,1,4,1
SYS-2981,3.25,84,2,0,0,1108,5.8,32.0,0,0,0
SYS-2982,2.72,17,2,0,1,1838,2.7,24.3,0,0,0
SYS-2983,2.62,54,2,0,1,2224,7.393113635876061,28.2,1,1,1
SYS-2984,3.3,33,1,0,0,1296,3.1,35.6,0,0,0
SYS-2985,2.65,81,1,0,0,1119,9.4,29.4,1,1,1
SYS-2986,2.99,66,0,0,0,2285,7.6,31.2,0,0,0
SYS-2987,2.9,104,3,0,0,809,2.5,39.8,1,4,1
SYS-2988,2.58,86,3,1,0,1558,3.2943157756574064,36.1,1,4,1
SYS-2989,3.06,73,0,1,0,1895,2.0,26.1,0,0,0
SYS-2990,3.3,2,2,0,0,744,3.5,36.6,0,0,0
SYS-2991,2.99,101,2,0,0,2267,1.4,27.6,0,0,0
SYS-2992,2.89,68,0,0,0,1123,8.5,26.2,0,0,0
SYS-2993,2.91,15,0,0,0,1067,3.7,35.6,0,0,0
SYS-2994,2.52,63,1,1,0,1501,6.2,42.4,1,1,1
SYS-2995,2.85,137,5,1,0,2509,3.287457917920644,28.0,1,4,1
SYS-2996,2.49,73,1,0,0,2905,9.9,35.9,1,1,1
SYS-2997,2.5,35,0,0,0,1568,4.1,28.6,1,1,1
SYS-2998,2.94,22,0,1,0,1190,4.8,28.9,0,0,0
SYS-2999,3.16,27,1,0,0,2385,1.8,38.8,0,0,0
SYS-3000,3.3,147,5,1,0,968,2.1575427772052005,33.2,1,4,1
SYS-3001,3.16,64,1,0,0,680,5.0,34.1,0,0,0
SYS-3002,2.84,117,1,0,0,2553,1.9,24.6,0,0,0
SYS-3003,3.2,52,3,0,0,799,8.8,40.1,0,0,0
SYS-3004,3.06,152,0,0,0,3473,8.456846045463335,27.9,1,1,1
SYS-3005,3.07,56,6,1,0,846,0.5991324090987868,26.5,1,4,1
SYS-3006,2.83,165,4,1,0,914,6.0,33.9,1,4,1
SYS-3007,3.01,29,0,0,1,2312,8.1,22.7,0,0,0
SYS-3008,2.56,75,0,0,0,1627,7.7,35.4,1,1,1
SYS-3009,2.85,0,1,0,0,1397,7.0,33.6,0,0,0
SYS-3010,3.15,54,2,0,0,963,2.5,37.7,0,0,0
SYS-3011,2.72,40,1,0,0,1498,1.9,30.1,0,0,0
SYS-3012,3.21,55,4,0,0,1095,3.6,31.3,1,4,1
SYS-3013,2.82,87,0,1,0,1179,5.0,26.2,0,0,0
SYS-3014,3.08,108,1,1,0,258,8.8,28.1,0,0,0
SYS-3015,3.01,41,1,0,0,648,1.1,28.3,0,0,0
SYS-3016,3.3,69,0,0,0,1658,3.2,33.1,0,0,0
SYS-3017,2.64,36,0,0,0,1225,4.8,23.0,1,1,1
SYS-3018,3.3,20,2,0,0,1895,6.9,35.8,0,0,0
SYS-3019,2.89,16,0,0,1,533,6.1,35.3,0,0,0
SYS-3020,2.74,126,4,1,0,484,4.288717924107768,34.5,1,4,1
SYS-3021,3.15,127,1,0,0,2736,2.7,37.8,0,0,0
SYS-3022,2.8,86,1,0,0,1710,6.6,31.0,0,0,0
SYS-3023,3.03,127,1,0,0,2772,7.6,32.3,1,1,1
SYS-3024,3.11,71,2,0,0,1208,6.6,29.3,0,0,0
SYS-3025,2.97,12,0,0,0,1443,3.6,36.9,0,0,0
SYS-3026,3.3,59,1,0,0,2823,4.6,37.8,0,0,0
SYS-3027,3.11,71,4,1,0,320,2.6510552160856977,34.7,1,4,1
SYS-3028,3.1,33,1,0,0,2062,6.6,28.1,0,0,0
SYS-3029,3.03,88,0,1,0,2364,1.1,40.3,0,0,0
SYS-3030,3.03,76,2,0,0,1523,5.0,32.5,0,0,0
SYS-3031,3.21,113,2,1,0,605,7.8,32.8,1,4,1
SYS-3032,2.69,29,0,0,0,2733,1.2,37.0,1,1,1
SYS-3033,2.94,50,4,1,0,379,7.1,24.8,0,0,0
SYS-3034,2.85,8,1,0,0,903,2.6,31.0,0,0,0
SYS-3035,3.3,108,2,0,1,1195,2.7,28.7,0,0,0
SYS-3036,2.73,44,0,0,0,622,6.0,23.9,0,0,0
SYS-3037,2.81,18,0,0,0,329,3.7,37.6,0,0,0
SYS-3038,2.24,71,2,0,0,1624,8.538422305640836,27.7,1,1,1
SYS-3039,2.57,20,4,0,0,1754,5.128387618778706,41.0,1,1,1
SYS-3040,2.78,54,4,0,0,2697,4.9,28.8,0,0,0
SYS-3041,3.06,111,3,0,0,2930,4.1,37.2,0,0,0
SYS-3042,2.88,16,0,0,0,1556,9.0,32.9,0,0,0
SYS-3043,2.57,3,2,0,0,2317,1.2,32.2,1,1,1
SYS-3044,3.08,40,7,0,1,2213,2.9582379712745985,35.7,1,4,1
SYS-3045,3.3,125,0,0,0,2750,7.1,23.1,1,1,1
SYS-3046,2.67,49,0,0,0,868,1.8,30.1,1,1,1
SYS-3047,2.67,3,4,1,1,1632,5.6,37.5,1,4,1
SYS-3048,2.79,34,5,1,1,1890,1.1516404249575394,32.7,1,4,1
SYS-3049,3.15,84,1,0,0,2102,9.3,34.6,1,1,1
SYS-3050,3.15,57,0,0,1,1435,2.4,34.5,0,0,0
SYS-3051,3.09,71,0,0,0,2813,4.7,35.4,0,0,0
SYS-3052,2.75,109,1,0,0,2713,3.4,27.0,0,0,0
SYS-3053,2.6,94,4,1,0,2606,8.87250825982961,36.2,1,1,1
SYS-3054,3.12,63,0,0,0,635,9.3,28.2,0,0,0
SYS-3055,3.03,25,7,1,1,815,1.600049721513872,33.5,1,4,1
SYS-3056,3.04,13,0,0,0,1158,3.2,18.9,0,0,0
SYS-3057,3.18,38,1,0,0,2394,2.2,35.5,0,0,0
SYS-3058,3.11,56,2,0,0,1630,5.6,40.9,0,0,0
SYS-3059,3.04,61,5,0,0,1393,3.1929676782271503,17.4,1,4,1
SYS-3060,2.92,34,2,0,1,1618,7.9,29.7,0,0,0
SYS-3061,3.11,97,6,1,0,2124,2.442273874136043,29.4,1,4,1
SYS-3062,2.98,64,1,0,1,2350,7.2,37.7,1,1,1
SYS-3063,2.85,22,3,0,1,255,4.8,31.9,0,0,0
SYS-3064,2.55,22,0,0,0,1481,4.7,28.5,1,1,1
SYS-3065,2.55,69,1,0,0,1274,9.2,31.0,1,1,1
SYS-3066,3.04,82,1,0,0,698,7.7,36.2,0,0,0
SYS-3067,3.08,55,4,1,0,780,3.0,27.7,1,4,1
SYS-3068,2.87,79,5,1,0,1646,0.6047254800833782,34.3,1,4,1
SYS-3069,2.63,87,1,0,0,873,3.4,27.5,1,1,1
SYS-3070,2.8,111,0,0,0,1602,2.3,36.1,0,0,0
SYS-3071,3.07,43,1,1,0,1632,7.6,22.9,0,0,0
SYS-3072,3.01,53,3,1,0,2809,4.5,28.3,0,0,0
SYS-3073,3.3,95,0,0,0,1038,1.4,30.6,0,0,0
SYS-3074,2.62,66,1,0,0,2458,4.8337895347444455,25.3,1,1,1
SYS-3075,2.6,57,1,0,0,869,9.5,36.8,1,1,1
SYS-3076,3.02,61,1,0,0,926,3.0,37.6,0,0,0
SYS-3077,3.21,126,5,1,0,385,1.085463071009516,26.5,1,4,1
SYS-3078,3.03,57,1,0,0,957,3.0,33.2,0,0,0
SYS-3079,2.42,6,2,0,0,1530,4.976443763788457,33.9,1,1,1
SYS-3080,2.69,109,1,0,0,1271,9.4,28.8,1,1,1
SYS-3081,2.9,101,3,0,1,587,3.6,35.4,1,4,1
SYS-3082,2.96,55,1,0,0,1767,9.6,31.8,0,0,0
SYS-3083,2.64,88,2,0,0,966,3.3,27.9,1,1,1
SYS-3084,2.74,73,6,1,0,484,4.128650103165597,34.5,1,4,1
SYS-3085,2.87,2,0,0,0,1889,9.3,27.2,0,0,0
SYS-3086,3.3,87,1,0,1,2822,2.8,30.7,0,0,0
SYS-3087,2.93,86,7,1,0,2215,2.75464216973925,29.4,1,4,1
SYS-3088,3.02,37,0,0,0,1895,5.3,25.3,0,0,0
SYS-3089,2.73,93,3,0,0,1869,5.4,31.6,0,0,0
SYS-3090,2.96,33,1,0,0,885,9.5,33.1,0,0,0
SYS-3091,2.66,28,0,1,0,338,3.1,32.0,1,4,1
SYS-3092,2.66,10,1,1,0,1004,6.0,39.6,1,1,1
SYS-3093,3.24,128,3,0,0,2715,8.91755562295729,26.9,1,1,1
SYS-3094,2.63,46,1,1,0,2113,7.5,26.8,1,1,1
SYS-3095,3.02,155,8,1,0,2893,0.696392297072846,31.4,1,4,1
SYS-3096,2.57,30,0,0,0,2814,6.2,29.7,1,1,1
SYS-3097,2.64,9,1,0,0,2171,4.8,31.6,1,1,1
SYS-3098,2.61,64,0,0,0,2521,2.3,22.2,1,1,1
SYS-3099,3.02,56,3,0,0,2762,2.2,23.2,1,4,1
SYS-3100,2.46,53,1,0,0,1082,8.2,27.5,1,1,1
SYS-3101,3.3,67,5,0,0,1819,1.5722421039532097,32.2,1,4,1
SYS-3102,3.11,87,0,0,0,2600,4.2,28.3,0,0,0
SYS-3103,3.2,22,1,0,0,641,1.6,45.0,0,0,0
SYS-3104,3.03,101,0,0,1,1009,3.4,32.9,0,0,0
SYS-3105,2.22,3,2,0,0,1940,2.0,40.0,1,1,1
SYS-3106,3.3,58,2,0,0,672,6.3,26.8,0,0,0
SYS-3107,2.59,45,1,0,1,641,1.4,29.3,1,4,1
SYS-3108,2.91,130,1,0,0,2049,8.3,35.4,1,1,1
SYS-3109,2.89,77,1,0,0,558,6.0,30.8,0,0,0
SYS-3110,2.9,34,1,0,0,2003,2.9,34.4,0,0,0
SYS-3111,2.75,150,7,1,0,2865,0.9220876242228289,23.0,1,4,1
SYS-3112,3.05,13,2,0,0,1775,2.8,25.8,0,0,0
SYS-3113,2.69,28,1,1,0,2405,3.8,35.5,1,1,1
SYS-3114,2.82,52,3,1,0,646,7.3,36.1,0,0,0
SYS-3115,2.92,82,0,0,0,1266,3.1,34.7,0,0,0
SYS-3116,2.82,70,4,0,0,1018,3.5,29.9,1,4,1
SYS-3117,2.92,27,0,0,0,2887,3.5,39.1,0,0,0
SYS-3118,3.0,115,3,0,0,1869,6.5,28.1,0,0,0
SYS-3119,2.93,52,2,0,0,1093,9.3,37.6,0,0,0
SYS-3120,2.24,13,2,1,0,1469,6.879995806786719,31.0,1,1,1
SYS-3121,2.83,27,2,0,0,590,7.6,34.3,0,0,0
SYS-3122,2.93,0,1,0,0,2427,1.4,24.9,0,0,0
SYS-3123,2.68,13,3,0,0,899,6.5,28.0,1,1,1
SYS-3124,2.59,56,0,0,0,2775,7.1,27.6,1,1,1
SYS-3125,3.13,112,2,0,0,1880,4.0,29.0,0,0,0
SYS-3126,3.18,9,3,0,0,535,5.2,27.9,0,0,0
SYS-3127,3.06,64,0,0,0,2173,9.2,30.0,0,0,0
SYS-3128,3.09,98,5,0,0,217,1.3001729776387139,33.0,1,4,1
SYS-3129,2.92,8,0,0,0,2837,8.2,34.9,1,1,1
SYS-3130,2.98,40,1,0,0,1148,2.5,33.6,0,0,0
SYS-3131,2.9,95,1,0,0,2854,4.8,34.0,0,0,0
SYS-3132,2.49,97,3,1,0,829,2.5,31.6,1,4,1
SYS-3133,2.97,1,1,0,0,2599,5.3,37.1,0,0,0
SYS-3134,3.02,135,5,0,0,2893,2.2,31.4,1,4,1
SYS-3135,3.25,72,5,1,0,2426,2.4859507385118924,24.8,1,4,1
SYS-3136,3.05,56,2,0,0,2396,9.0,21.3,0,0,0
SYS-3137,3.06,36,2,1,1,823,2.7,35.1,0,0,0
SYS-3138,2.94,70,0,0,1,271,3.8,25.9,0,0,0
SYS-3139,3.08,13,1,0,0,1544,3.2,42.7,0,0,0
SYS-3140,2.97,28,3,0,0,967,6.9,30.2,0,0,0
SYS-3141,3.3,30,1,0,0,2332,9.0,32.9,0,0,0
SYS-3142,2.98,126,3,1,0,2501,4.7,36.1,1,4,1
SYS-3143,3.17,67,1,1,0,505,9.4,31.5,0,0,0
SYS-3144,3.1,51,0,0,0,1741,7.7,26.9,0,0,0
SYS-3145,3.05,2,1,1,0,2054,8.8,32.2,0,0,0
SYS-3146,2.93,89,1,0,0,1481,7.6,24.4,0,0,0
SYS-3147,2.67,107,1,0,0,966,3.6,34.1,1,1,1
SYS-3148,3.05,25,0,1,0,298,5.8,25.3,0,0,0
SYS-3149,3.19,76,5,1,0,2257,3.127037894692954,34.2,1,4,1
SYS-3150,3.19,45,3,0,0,1692,6.2,31.1,0,0,0
SYS-3151,3.05,42,0,0,0,2698,3.6,29.4,0,0,0
SYS-3152,2.77,30,0,0,0,585,7.5,41.2,0,0,0
SYS-3153,3.3,20,5,0,0,351,0.8604372079999157,33.1,1,4,1
SYS-3154,2.94,29,0,1,0,1459,9.6,36.7,0,0,0
SYS-3155,3.16,98,2,0,0,2299,9.0,18.0,1,1,1
SYS-3156,3.08,80,1,0,0,2725,6.5,28.7,0,0,0
SYS-3157,3.06,121,0,0,0,2829,9.4,37.6,1,1,1
SYS-3158,2.66,37,1,0,0,839,9.5,29.7,1,1,1
SYS-3159,2.99,85,1,0,0,208,2.9,30.7,0,0,0
SYS-3160,2.95,2,0,0,0,2432,7.1,34.5,1,1,1
SYS-3161,3.26,37,2,0,0,614,5.0,26.6,0,0,0
SYS-3162,2.98,85,2,0,0,1997,5.6,33.0,0,0,0
SYS-3163,3.07,50,3,0,0,841,8.0,32.5,0,0,0
SYS-3164,2.58,184,3,1,0,353,0.9833516335289471,32.1,1,4,1
SYS-3165,2.92,34,0,0,0,354,9.4,33.3,0,0,0
SYS-3166,3.28,6,2,0,0,2570,6.3,41.5,0,0,0
SYS-3167,2.68,116,6,1,1,820,0.9053325619591057,29.7,1,4,1
SYS-3168,3.12,142,1,0,0,1203,1.5,30.1,0,0,0
SYS-3169,3.02,69,1,0,0,1904,2.7,35.6,0,0,0
SYS-3170,3.3,53,2,0,0,1513,2.6,21.2,0,0,0
SYS-3171,2.64,154,1,0,0,716,2.6,36.0,1,1,1
SYS-3172,2.54,137,7,1,0,2461,3.3496925237281205,38.7,1,4,1
SYS-3173,3.12,59,0,1,0,959,9.3,28.1,0,0,0
SYS-3174,2.94,159,1,0,0,763,1.5,30.4,0,0,0
SYS-3175,2.67,0,2,1,0,414,3.6,31.2,1,4,1
SYS-3176,2.78,59,0,0,0,2597,8.0,26.5,0,0,0
SYS-3177,2.71,13,1,0,0,2632,7.8,34.1,1,1,1
SYS-3178,2.77,78,1,0,0,1991,9.5,31.0,1,1,1
SYS-3179,2.75,88,1,0,0,528,7.0,17.8,0,0,0
SYS-3180,2.68,97,1,0,0,586,7.9,45.0,1,1,1
SYS-3181,2.57,61,5,1,1,1155,2.8078565662208943,31.1,1,4,1
SYS-3182,3.16,58,5,1,1,1824,1.3773829329740743,28.8,1,4,1
SYS-3183,2.92,34,2,0,0,275,5.2,40.8,0,0,0
SYS-3184,2.58,53,1,0,0,314,6.2,34.0,1,1,1
SYS-3185,3.14,99,6,1,0,1954,5.886368163303414,27.9,1,4,1
SYS-3186,3.25,10,2,1,0,1390,7.3,25.4,0,0,0
SYS-3187,2.97,14,0,0,0,415,4.2,39.2,0,0,0
SYS-3188,2.68,62,2,0,0,2152,9.3,32.6,1,1,1
SYS-3189,2.49,87,1,0,0,2444,6.1,40.3,1,1,1
SYS-3190,2.82,58,0,0,0,1995,5.5,30.9,0,0,0
SYS-3191,3.3,52,1,0,0,1757,6.4,32.8,0,0,0
SYS-3192,2.85,76,3,0,0,1889,1.0,33.4,1,4,1
SYS-3193,2.97,140,0,1,0,1082,4.1,38.1,0,0,0
SYS-3194,3.08,165,3,1,0,1620,5.705641830731342,35.7,1,4,1
SYS-3195,2.83,151,6,1,0,914,5.7371205760546955,33.9,1,4,1
SYS-3196,2.81,57,4,1,0,575,1.772176130155358,36.2,1,4,1
SYS-3197,2.94,71,1,0,0,1645,9.4,32.4,0,0,0
SYS-3198,2.74,41,7,0,0,1673,0.8292940709409244,33.1,1,4,1
SYS-3199,2.94,64,0,1,0,1756,3.6,37.1,0,0,0
SYS-3200,2.84,126,1,0,0,740,4.0,27.3,0,0,0
SYS-3201,2.83,77,1,0,0,365,4.3,35.5,0,0,0
SYS-3202,3.3,67,0,0,0,2017,1.6,30.1,0,0,0
SYS-3203,2.74,91,2,1,0,484,6.7,34.5,1,4,1
SYS-3204,3.07,17,1,1,0,1418,7.9,33.6,0,0,0
SYS-3205,3.13,20,1,0,0,955,2.2,30.3,0,0,0
SYS-3206,2.69,51,0,0,0,2526,7.4,34.0,1,1,1
SYS-3207,3.21,109,1,0,0,1779,9.1,36.3,1,1,1
SYS-3208,2.89,62,3,0,0,825,5.7,28.3,0,0,0
SYS-3209,2.88,59,8,1,1,758,0.47518156596001493,37.1,1,4,1
SYS-3210,2.43,20,3,0,0,517,0.4003172734278566,38.9,1,4,1
SYS-3211,2.99,117,0,0,0,2645,5.5,33.4,0,0,0
SYS-3212,2.9,121,2,0,0,971,7.2,33.8,1,1,1
SYS-3213,2.57,52,5,1,1,507,6.0,34.0,1,4,1
SYS-3214,2.61,74,3,0,0,304,4.7,31.9,1,4,1
SYS-3215,3.1,53,1,0,1,1440,2.1,32.1,0,0,0
SYS-3216,2.95,65,1,0,0,1837,1.2,28.4,0,0,0
SYS-3217,2.97,114,2,0,0,479,9.9,34.9,0,0,0
SYS-3218,2.58,90,2,1,0,1558,4.5,36.1,1,4,1
SYS-3219,3.19,87,1,1,0,404,5.7,28.2,0,0,0
SYS-3220,3.3,22,0,0,0,2588,8.9,40.2,1,1,1
SYS-3221,2.75,55,0,0,0,1918,3.1,33.7,0,0,0
SYS-3222,3.1,45,0,0,0,846,1.6,31.7,0,0,0
SYS-3223,2.75,185,7,1,0,2865,0.3,23.0,1,4,1
SYS-3224,3.26,56,3,0,0,327,6.1,35.7,0,0,0
SYS-3225,3.3,136,3,0,0,2296,8.014216685587328,38.5,1,1,1
SYS-3226,2.93,77,1,0,0,550,5.0,32.7,0,0,0
SYS-3227,2.97,138,5,1,0,865,6.0,28.5,1,4,1
SYS-3228,2.63,140,3,0,1,464,1.6680497796830251,44.0,1,4,1
SYS-3229,2.66,80,5,1,0,612,5.521524597056496,29.3,1,4,1
SYS-3230,2.84,74,0,0,0,2083,6.3,34.8,0,0,0
SYS-3231,2.83,63,1,0,0,2368,7.1,28.0,0,0,0
SYS-3232,2.51,31,6,1,0,2078,1.7765812638412637,26.4,1,4,1
SYS-3233,3.01,73,0,0,0,1964,8.7,33.5,1,1,1
SYS-3234,2.99,51,0,1,0,511,4.9,34.1,0,0,0
SYS-3235,3.3,113,6,1,0,2957,2.0734956694197866,35.1,1,4,1
SYS-3236,2.64,34,3,1,0,304,0.5644510658365163,35.8,1,4,1
SYS-3237,3.14,98,2,0,0,657,1.8,31.1,0,0,0
SYS-3238,2.86,78,2,1,0,309,2.0,38.3,0,0,0
SYS-3239,2.96,175,2,1,0,3102,9.74891024656884,33.0,1,1,1
SYS-3240,3.05,58,4,1,0,213,2.5549745434522526,35.7,1,4,1
SYS-3241,2.65,56,4,0,1,1302,1.4045319132039045,37.1,1,4,1
SYS-3242,2.75,62,1,0,0,653,1.4,38.5,0,0,0
SYS-3243,2.86,23,3,0,0,436,9.4,23.4,0,0,0
SYS-3244,3.08,65,1,0,0,2504,8.0,28.6,0,0,0
SYS-3245,2.9,49,0,0,0,1140,7.5,40.6,0,0,0
SYS-3246,2.59,49,0,0,0,361,1.6,33.6,1,1,1
SYS-3247,2.6,29,3,1,0,428,0.3,28.3,1,4,1
SYS-3248,3.3,73,2,0,0,3161,10.835714388974095,36.3,1,1,1
SYS-3249,3.1,87,1,0,0,2388,6.0,31.5,0,0,0
SYS-3250,3.01,50,0,0,0,2798,1.4,32.1,0,0,0
SYS-3251,2.64,38,1,0,1,405,1.1,33.0,1,4,1
SYS-3252,2.83,92,4,0,0,2174,4.0,28.8,1,4,1
SYS-3253,2.86,40,4,0,0,1140,1.4,35.7,1,4,1
SYS-3254,3.3,6,4,0,0,2694,1.5,37.3,1,4,1
SYS-3255,2.55,63,1,0,0,954,7.9,25.1,1,1,1
SYS-3256,2.91,104,1,0,0,2702,1.5,27.6,0,0,0
SYS-3257,3.07,29,0,0,0,2675,2.4,21.0,0,0,0
SYS-3258,2.66,52,7,1,0,207,0.6191607633541366,31.4,1,4,1
SYS-3259,3.2,8,2,0,0,2794,6.5,34.0,0,0,0
SYS-3260,2.51,20,5,0,0,1645,0.3,27.8,1,4,1
SYS-3261,2.84,48,1,0,0,1953,6.4,30.5,0,0,0
SYS-3262,2.88,119,0,1,0,2625,8.1,24.8,1,1,1
SYS-3263,3.13,111,1,0,1,2992,6.6,25.1,0,0,0
SYS-3264,3.3,151,2,0,0,1859,10.70756881822737,32.9,1,1,1
SYS-3265,3.08,69,0,0,0,2485,2.3,30.7,0,0,0
SYS-3266,2.8,33,1,0,0,1546,3.6,28.7,0,0,0
SYS-3267,2.81,94,3,0,0,1181,9.1,30.8,0,0,0
SYS-3268,3.16,107,1,0,0,2976,8.8,32.4,1,1,1
SYS-3269,3.08,39,0,0,0,1098,5.2,31.1,0,0,0
SYS-3270,2.58,47,1,0,0,329,2.3,31.0,1,4,1
SYS-3271,3.15,2,0,0,1,2379,2.6,31.2,0,0,0
SYS-3272,2.94,72,0,0,1,2440,7.6,30.0,1,1,1
SYS-3273,2.94,104,2,0,0,2653,1.4,38.2,0,0,0
SYS-3274,2.89,114,0,0,1,2251,9.717383037233308,32.1,1,1,1
SYS-3275,2.83,52,5,1,0,1815,0.6962968071962657,31.6,1,4,1
SYS-3276,3.11,15,1,0,0,507,2.4,33.0,0,0,0
SYS-3277,2.59,43,1,0,0,2873,8.9,32.3,1,1,1
SYS-3278,2.98,35,1,0,0,1692,2.8,22.5,0,0,0
SYS-3279,3.18,21,0,0,0,2130,2.3,26.2,0,0,0
SYS-3280,3.03,145,7,1,0,2602,2.974843755924453,33.5,1,4,1
SYS-3281,2.82,66,7,1,0,1630,1.5475758275990268,28.9,1,4,1
SYS-3282,3.03,25,0,0,0,290,3.2,41.8,0,0,0
SYS-3283,3.3,108,6,1,0,968,3.07846975842198,33.2,1,4,1
SYS-3284,3.11,72,0,0,0,1531,7.2,33.2,0,0,0
SYS-3285,3.3,52,2,0,0,276,7.0,33.6,0,0,0
SYS-3286,2.85,83,2,0,0,990,2.3,23.0,0,0,0
SYS-3287,2.89,31,3,1,0,740,6.3,27.9,0,0,0
SYS-3288,2.67,20,1,0,0,2898,2.8,32.1,1,1,1
SYS-3289,3.3,63,3,0,0,437,1.8,41.3,1,4,1
SYS-3290,3.3,18,1,0,0,555,5.5,27.9,0,0,0
SYS-3291,2.9,28,0,0,0,2803,2.9,39.8,0,0,0
SYS-3292,2.64,20,3,0,0,822,4.7,33.8,1,1,1
SYS-3293,2.97,119,0,0,0,1472,6.8,32.3,0,0,0
SYS-3294,3.03,126,2,0,0,669,9.5,36.0,1,1,1
SYS-3295,3.02,84,7,0,1,2154,6.0,33.4,1,4,1
SYS-3296,2.55,92,2,1,0,2290,8.9,21.4,1,4,1
SYS-3297,3.06,46,1,0,0,1959,8.3,41.3,1,1,1
SYS-3298,3.3,58,0,0,0,2589,9.0,27.8,0,0,0
SYS-3299,2.76,84,2,0,1,1516,8.5,31.8,0,0,0
SYS-3300,2.99,103,1,0,0,1755,4.7,30.0,0,0,0
SYS-3301,3.25,20,5,0,0,2426,0.3,24.8,1,4,1
SYS-3302,3.3,62,1,0,0,2466,3.5,32.1,0,0,0
SYS-3303,2.77,29,6,1,0,2623,2.563348402385306,35.9,1,4,1
SYS-3304,2.69,66,0,0,0,2325,6.2,26.8,1,1,1
SYS-3305,3.16,87,2,0,1,1150,8.7,36.3,0,0,0
SYS-3306,3.13,6,0,0,0,1308,6.9,24.4,0,0,0
SYS-3307,3.16,41,1,0,0,2613,8.0,40.6,1,1,1
SYS-3308,3.11,121,6,1,1,1622,2.536744387961252,33.7,1,4,1
SYS-3309,2.83,132,2,0,0,1537,5.6,28.1,1,1,1
SYS-3310,2.83,177,0,0,0,2997,3.8,32.7,0,0,0
SYS-3311,3.3,97,2,0,0,1875,2.8,38.0,0,0,0
SYS-3312,2.69,77,4,0,0,2609,6.7,29.1,1,1,1
SYS-3313,2.64,78,2,0,0,1280,9.3,30.7,1,1,1
SYS-3314,2.8,63,1,0,0,1734,5.1,35.6,0,0,0
SYS-3315,2.6,71,1,0,0,2819,3.4,37.5,1,1,1
SYS-3316,3.23,26,2,0,0,2527,8.6,26.0,0,0,0
SYS-3317,3.05,34,2,0,0,2540,9.4,32.8,0,0,0
SYS-3318,3.01,148,5,1,1,1933,5.591279341690099,39.8,1,4,1
SYS-3319,3.24,3,0,0,0,2235,3.0,21.3,0,0,0
SYS-3320,2.9,55,1,0,0,1026,8.7,30.7,0,0,0
SYS-3321,2.82,44,2,0,0,2579,9.8,28.8,0,0,0
SYS-3322,2.97,85,2,0,0,2036,9.7,29.8,1,1,1
SYS-3323,2.75,72,4,0,1,1640,5.38636968853003,28.8,1,4,1
SYS-3324,3.03,44,2,0,0,764,9.0,37.2,0,0,0
SYS-3325,2.68,134,6,1,1,820,0.41780075010629725,29.7,1,4,1
SYS-3326,2.8,0,1,1,0,2269,9.9,39.8,1,1,1
SYS-3327,2.71,119,2,0,0,476,5.7,33.9,0,0,0
SYS-3328,3.1,74,4,1,0,1508,1.1019678778675575,38.6,1,4,1
SYS-3329,3.2,1,2,0,0,575,7.8,34.2,0,0,0
SYS-3330,2.26,76,2,0,0,1185,3.4079897112877475,28.6,1,1,1
SYS-3331,2.94,90,5,0,1,2967,5.1,29.1,1,4,1
SYS-3332,3.04,47,8,0,0,1393,2.271218713654916,17.4,1,4,1
SYS-3333,2.99,58,2,0,0,1034,3.8,38.1,0,0,0
SYS-3334,3.3,37,1,0,0,1405,5.7,24.8,0,0,0
SYS-3335,3.3,79,3,0,0,907,2.3,27.1,1,4,1
SYS-3336,2.57,48,6,1,0,1322,4.02530630182085,24.2,1,4,1
SYS-3337,2.91,77,6,1,0,1919,1.5007520234575575,21.3,1,4,1
SYS-3338,2.7,3,1,0,0,2753,6.1,35.4,0,0,0
SYS-3339,3.1,90,5,0,0,1508,1.7131355786724352,38.6,1,4,1
SYS-3340,2.43,106,1,0,0,2189,1.9,31.2,1,1,1
SYS-3341,3.07,94,2,0,0,2845,8.0,29.4,1,1,1
SYS-3342,2.56,105,1,0,0,2624,9.9,30.8,1,1,1
SYS-3343,2.29,8,2,1,0,2875,9.8,36.0,1,1,1
SYS-3344,3.13,80,0,0,0,250,8.5,37.6,0,0,0
SYS-3345,2.9,30,0,0,0,338,9.3,28.2,0,0,0
SYS-3346,3.04,38,8,1,0,1865,4.144196856983324,32.6,1,4,1
SYS-3347,2.53,58,0,0,0,1717,9.3,29.6,1,1,1
SYS-3348,2.82,60,4,1,0,1630,3.1873358491937056,28.9,1,4,1
SYS-3349,3.25,95,2,0,0,2792,5.8,40.8,0,0,0
SYS-3350,2.75,152,5,1,0,2865,0.3,23.0,1,4,1
SYS-3351,2.55,80,0,0,0,1722,4.8,35.4,1,1,1
SYS-3352,3.02,167,5,1,0,2878,2.7654931282872743,42.0,1,4,1
SYS-3353,3.02,110,1,0,0,2824,9.6,34.2,1,1,1
SYS-3354,2.95,135,5,1,0,1360,0.9198915570205553,30.1,1,4,1
SYS-3355,2.68,73,0,0,0,977,6.6,39.7,1,1,1
SYS-3356,3.3,44,0,0,0,2848,5.4,37.6,0,0,0
SYS-3357,3.3,106,3,0,0,1317,4.0,37.7,1,4,1
SYS-3358,3.24,54,4,0,1,1422,10.0,38.9,1,4,1
